"condition_name","omop_cui","vocabulary_cui","vocabulary_name"
"Immunoblastic (diffuse) non-Hodgkin's lymphoma, unspecified site",35206355,C83.40,ICD10CM
"Immunoblastic (diffuse) non-Hodgkin's lymphoma, lymph nodes of head, face, and neck",35206356,C83.41,ICD10CM
"Immunoblastic (diffuse) non-Hodgkin's lymphoma, intrathoracic lymph nodes",35206357,C83.42,ICD10CM
"Immunoblastic (diffuse) non-Hodgkin's lymphoma, intra-abdominal lymph nodes",35206358,C83.43,ICD10CM
"Immunoblastic (diffuse) non-Hodgkin's lymphoma, lymph nodes of axilla and upper limb",35206359,C83.44,ICD10CM
"Immunoblastic (diffuse) non-Hodgkin's lymphoma, lymph nodes of inguinal region and lower limb",35206360,C83.45,ICD10CM
"Immunoblastic (diffuse) non-Hodgkin's lymphoma, intrapelvic lymph nodes",35206361,C83.46,ICD10CM
"Immunoblastic (diffuse) non-Hodgkin's lymphoma, spleen",35206362,C83.47,ICD10CM
"Immunoblastic (diffuse) non-Hodgkin's lymphoma, lymph nodes of multiple sites",35206363,C83.48,ICD10CM
"Immunoblastic (diffuse) non-Hodgkin's lymphoma, extranodal and solid organ sites",35206364,C83.49,ICD10CM
"Undifferentiated (diffuse) non-Hodgkin's lymphoma, unspecified site",35206365,C83.60,ICD10CM
"Undifferentiated (diffuse) non-Hodgkin's lymphoma, lymph nodes of head, face, and neck",35206366,C83.61,ICD10CM
"Undifferentiated (diffuse) non-Hodgkin's lymphoma, intrathoracic lymph nodes",35206367,C83.62,ICD10CM
"Undifferentiated (diffuse) non-Hodgkin's lymphoma, intra-abdominal lymph nodes",35206368,C83.63,ICD10CM
"Undifferentiated (diffuse) non-Hodgkin's lymphoma, lymph nodes of axilla and upper limb",35206369,C83.64,ICD10CM
"Undifferentiated (diffuse) non-Hodgkin's lymphoma, lymph nodes of inguinal region and lower limb",35206370,C83.65,ICD10CM
"Undifferentiated (diffuse) non-Hodgkin's lymphoma, intrapelvic lymph nodes",35206371,C83.66,ICD10CM
"Undifferentiated (diffuse) non-Hodgkin's lymphoma, spleen",35206372,C83.67,ICD10CM
"Undifferentiated (diffuse) non-Hodgkin's lymphoma, lymph nodes of multiple sites",35206373,C83.68,ICD10CM
"Undifferentiated (diffuse) non-Hodgkin's lymphoma, extranodal and solid organ sites",35206374,C83.69,ICD10CM
"T-zone lymphoma, unspecified site",35206375,C84.20,ICD10CM
"T-zone lymphoma, lymph nodes of head, face, and neck",35206376,C84.21,ICD10CM
"T-zone lymphoma, intrathoracic lymph nodes",35206377,C84.22,ICD10CM
"T-zone lymphoma, intra-abdominal lymph nodes",35206378,C84.23,ICD10CM
"T-zone lymphoma, lymph nodes of axilla and upper limb",35206379,C84.24,ICD10CM
"T-zone lymphoma, lymph nodes of inguinal region and lower limb",35206380,C84.25,ICD10CM
"T-zone lymphoma, intrapelvic lymph nodes",35206381,C84.26,ICD10CM
"T-zone lymphoma, spleen",35206382,C84.27,ICD10CM
"T-zone lymphoma, lymph nodes of multiple sites",35206383,C84.28,ICD10CM
"Subacute lymphocytic leukemia, in remission",35206432,C91.21,ICD10CM
"Other lymphoid leukemia, not in remission",35206433,C91.70,ICD10CM
"Other lymphoid leukemia, in remission",35206434,C91.71,ICD10CM
"Other myeloid leukemia, not in remission",35206435,C92.70,ICD10CM
"Other myeloid leukemia, in remission",35206436,C92.71,ICD10CM
"Subacute monocytic leukemia, not in remission",35206437,C93.20,ICD10CM
"Subacute monocytic leukemia, in remission",35206438,C93.21,ICD10CM
"Other monocytic leukemia, not in remission",35206439,C93.70,ICD10CM
"Other types of follicular non-Hodgkin's lymphoma, unspecified site",35206335,C82.70,ICD10CM
"Other types of follicular non-Hodgkin's lymphoma, lymph nodes of head, face, and neck",35206336,C82.71,ICD10CM
"Other types of follicular non-Hodgkin's lymphoma, intrathoracic lymph nodes",35206337,C82.72,ICD10CM
"Other types of follicular non-Hodgkin's lymphoma, intra-abdominal lymph nodes",35206338,C82.73,ICD10CM
"Other types of follicular non-Hodgkin's lymphoma, lymph nodes of axilla and upper limb",35206339,C82.74,ICD10CM
"Other types of follicular non-Hodgkin's lymphoma, lymph nodes of inguinal region and lower limb",35206340,C82.75,ICD10CM
"Other types of follicular non-Hodgkin's lymphoma, intrapelvic lymph nodes",35206341,C82.76,ICD10CM
"Other types of follicular non-Hodgkin's lymphoma, spleen",35206342,C82.77,ICD10CM
"Other types of follicular non-Hodgkin's lymphoma, lymph nodes of multiple sites",35206343,C82.78,ICD10CM
"Other types of follicular non-Hodgkin's lymphoma, extranodal and solid organ sites",35206344,C82.79,ICD10CM
"Mixed small and large cell (diffuse) non-Hodgkin's lymphoma, unspecified site",35206345,C83.20,ICD10CM
"Mixed small and large cell (diffuse) non-Hodgkin's lymphoma, lymph nodes of head, face, and neck",35206346,C83.21,ICD10CM
"Mixed small and large cell (diffuse) non-Hodgkin's lymphoma, intrathoracic lymph nodes",35206347,C83.22,ICD10CM
"Mixed small and large cell (diffuse) non-Hodgkin's lymphoma, intra-abdominal lymph nodes",35206348,C83.23,ICD10CM
"Mixed small and large cell (diffuse) non-Hodgkin's lymphoma, lymph nodes of axilla and upper limb",35206349,C83.24,ICD10CM
"Mixed small and large cell (diffuse) non-Hodgkin's lymphoma, lymph nodes of inguinal region and lower limb",35206350,C83.25,ICD10CM
"Other monocytic leukemia, in remission",35206440,C93.71,ICD10CM
"Chronic erythremia, not in remission",35206441,C94.10,ICD10CM
"Chronic erythremia, in remission",35206442,C94.11,ICD10CM
"Acute myelofibrosis, not in remission",35206443,C94.50,ICD10CM
"Acute myelofibrosis, in remission",35206444,C94.51,ICD10CM
"Other specified leukemias, not in remission",35206445,C94.70,ICD10CM
"Other specified leukemias, in remission",35206446,C94.71,ICD10CM
"Subacute leukemia of unspecified cell type, not in remission",35206447,C95.20,ICD10CM
"Subacute leukemia of unspecified cell type, in remission",35206448,C95.21,ICD10CM
"Other leukemia of unspecified cell type, not in remission",35206449,C95.70,ICD10CM
"Other leukemia of unspecified cell type, in remission",35206450,C95.71,ICD10CM
Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis,35206451,C96.0,ICD10CM
Malignant histiocytosis,35206452,C96.1,ICD10CM
Malignant mast cell neoplasm,35206453,C96.2,ICD10CM
True histiocytic lymphoma,35206454,C96.3,ICD10CM
"Other specified malignant neoplasms of lymphoid, hematopoietic and related tissue",35206455,C96.7,ICD10CM
"Malignant neoplasm of lymphoid, hematopoietic and related tissue, unspecified",35206456,C96.9,ICD10CM
Malignant neoplasm of external upper lip,35206047,C00.0,ICD10CM
Malignant neoplasm of external lower lip,35206048,C00.1,ICD10CM
"Malignant neoplasm of external lip, unspecified",35206049,C00.2,ICD10CM
"Malignant neoplasm of upper lip, inner aspect",35206050,C00.3,ICD10CM
"Malignant neoplasm of lower lip, inner aspect",35206051,C00.4,ICD10CM
"Malignant neoplasm of lip, unspecified, inner aspect",35206052,C00.5,ICD10CM
"Malignant neoplasm of commissure of lip, unspecified",35206053,C00.6,ICD10CM
Malignant neoplasm of overlapping sites of lip,35206054,C00.8,ICD10CM
"Malignant neoplasm of lip, unspecified",35206055,C00.9,ICD10CM
Malignant neoplasm of base of tongue,35206056,C01,ICD10CM
Malignant neoplasm of dorsal surface of tongue,35206057,C02.0,ICD10CM
Malignant neoplasm of border of tongue,35206058,C02.1,ICD10CM
Malignant neoplasm of ventral surface of tongue,35206059,C02.2,ICD10CM
"Malignant neoplasm of anterior two-thirds of tongue, part unspecified",35206060,C02.3,ICD10CM
Malignant neoplasm of lingual tonsil,35206061,C02.4,ICD10CM
Malignant neoplasm of overlapping sites of tongue,35206062,C02.8,ICD10CM
"Malignant neoplasm of tongue, unspecified",35206063,C02.9,ICD10CM
Malignant neoplasm of upper gum,35206064,C03.0,ICD10CM
Malignant neoplasm of lower gum,35206065,C03.1,ICD10CM
"Malignant neoplasm of gum, unspecified",35206066,C03.9,ICD10CM
Malignant neoplasm of anterior floor of mouth,35206067,C04.0,ICD10CM
Malignant neoplasm of lateral floor of mouth,35206068,C04.1,ICD10CM
Malignant neoplasm of overlapping sites of floor of mouth,35206069,C04.8,ICD10CM
"Malignant neoplasm of floor of mouth, unspecified",35206070,C04.9,ICD10CM
Malignant neoplasm of hard palate,35206071,C05.0,ICD10CM
Malignant neoplasm of soft palate,35206072,C05.1,ICD10CM
Malignant neoplasm of uvula,35206073,C05.2,ICD10CM
Malignant neoplasm of overlapping sites of palate,35206074,C05.8,ICD10CM
"Malignant neoplasm of palate, unspecified",35206075,C05.9,ICD10CM
Malignant neoplasm of cheek mucosa,35206076,C06.0,ICD10CM
Malignant neoplasm of vestibule of mouth,35206077,C06.1,ICD10CM
Malignant neoplasm of retromolar area,35206078,C06.2,ICD10CM
"Malignant neoplasm of mouth, unspecified",35206079,C06.9,ICD10CM
Malignant neoplasm of parotid gland,35206080,C07,ICD10CM
Malignant neoplasm of submandibular gland,35206081,C08.0,ICD10CM
Malignant neoplasm of sublingual gland,35206082,C08.1,ICD10CM
"Malignant neoplasm of major salivary gland, unspecified",35206083,C08.9,ICD10CM
Malignant neoplasm of tonsillar fossa,35206084,C09.0,ICD10CM
Malignant neoplasm of vallecula,35206088,C10.0,ICD10CM
Malignant neoplasm of anterior surface of epiglottis,35206089,C10.1,ICD10CM
Malignant neoplasm of lateral wall of oropharynx,35206090,C10.2,ICD10CM
Malignant neoplasm of posterior wall of oropharynx,35206091,C10.3,ICD10CM
Malignant neoplasm of branchial cleft,35206092,C10.4,ICD10CM
Malignant neoplasm of overlapping sites of oropharynx,35206093,C10.8,ICD10CM
"Malignant neoplasm of oropharynx, unspecified",35206094,C10.9,ICD10CM
Malignant neoplasm of superior wall of nasopharynx,35206095,C11.0,ICD10CM
Malignant neoplasm of posterior wall of nasopharynx,35206096,C11.1,ICD10CM
Malignant neoplasm of lateral wall of nasopharynx,35206097,C11.2,ICD10CM
Malignant neoplasm of anterior wall of nasopharynx,35206098,C11.3,ICD10CM
Malignant neoplasm of overlapping sites of nasopharynx,35206099,C11.8,ICD10CM
"Malignant neoplasm of nasopharynx, unspecified",35206100,C11.9,ICD10CM
Malignant neoplasm of pyriform sinus,35206101,C12,ICD10CM
Malignant neoplasm of postcricoid region,35206102,C13.0,ICD10CM
"Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect",35206103,C13.1,ICD10CM
Malignant neoplasm of posterior wall of hypopharynx,35206104,C13.2,ICD10CM
Malignant neoplasm of overlapping sites of hypopharynx,35206105,C13.8,ICD10CM
"Malignant neoplasm of hypopharynx, unspecified",35206106,C13.9,ICD10CM
"Malignant neoplasm of pharynx, unspecified",35206107,C14.0,ICD10CM
Malignant neoplasm of Waldeyer's ring,35206108,C14.2,ICD10CM
"Malignant neoplasm of overlapping sites of lip, oral cavity and pharynx",35206109,C14.8,ICD10CM
Malignant neoplasm of upper third of esophagus,35206110,C15.3,ICD10CM
Malignant neoplasm of middle third of esophagus,35206111,C15.4,ICD10CM
Malignant neoplasm of lower third of esophagus,35206112,C15.5,ICD10CM
Malignant neoplasm of overlapping sites of esophagus,35206113,C15.8,ICD10CM
"Malignant neoplasm of esophagus, unspecified",35206114,C15.9,ICD10CM
Malignant neoplasm of cardia,35206115,C16.0,ICD10CM
Malignant neoplasm of fundus of stomach,35206116,C16.1,ICD10CM
Malignant neoplasm of tonsillar pillar (anterior) (posterior),35206085,C09.1,ICD10CM
Malignant neoplasm of overlapping sites of tonsil,35206086,C09.8,ICD10CM
"Malignant neoplasm of tonsil, unspecified",35206087,C09.9,ICD10CM
Malignant neoplasm of body of stomach,35206117,C16.2,ICD10CM
Malignant neoplasm of pyloric antrum,35206118,C16.3,ICD10CM
Malignant neoplasm of pylorus,35206119,C16.4,ICD10CM
"Malignant neoplasm of lesser curvature of stomach, unspecified",35206120,C16.5,ICD10CM
"Malignant neoplasm of greater curvature of stomach, unspecified",35206121,C16.6,ICD10CM
Malignant neoplasm of overlapping sites of stomach,35206122,C16.8,ICD10CM
"Malignant neoplasm of stomach, unspecified",35206123,C16.9,ICD10CM
Malignant neoplasm of duodenum,35206124,C17.0,ICD10CM
Malignant neoplasm of jejunum,35206125,C17.1,ICD10CM
Malignant neoplasm of ileum,35206126,C17.2,ICD10CM
"Meckel's diverticulum, malignant",35206127,C17.3,ICD10CM
Malignant neoplasm of overlapping sites of small intestine,35206128,C17.8,ICD10CM
"Malignant neoplasm of small intestine, unspecified",35206129,C17.9,ICD10CM
Malignant neoplasm of cecum,35206130,C18.0,ICD10CM
Malignant neoplasm of appendix,35206131,C18.1,ICD10CM
Malignant neoplasm of ascending colon,35206132,C18.2,ICD10CM
Malignant neoplasm of hepatic flexure,35206133,C18.3,ICD10CM
Malignant neoplasm of transverse colon,35206134,C18.4,ICD10CM
Malignant neoplasm of splenic flexure,35206135,C18.5,ICD10CM
Malignant neoplasm of descending colon,35206136,C18.6,ICD10CM
Malignant neoplasm of sigmoid colon,35206137,C18.7,ICD10CM
Malignant neoplasm of overlapping sites of colon,35206138,C18.8,ICD10CM
"Malignant neoplasm of colon, unspecified",35206139,C18.9,ICD10CM
Malignant neoplasm of rectosigmoid junction,35206140,C19,ICD10CM
Malignant neoplasm of rectum,35206141,C20,ICD10CM
"Malignant neoplasm of anus, unspecified",35206142,C21.0,ICD10CM
Malignant neoplasm of anal canal,35206143,C21.1,ICD10CM
Malignant neoplasm of cloacogenic zone,35206144,C21.2,ICD10CM
"Malignant neoplasm of overlapping sites of rectum, anus and anal canal",35206145,C21.8,ICD10CM
Liver cell carcinoma,35206146,C22.0,ICD10CM
Intrahepatic bile duct carcinoma,35206147,C22.1,ICD10CM
Hepatoblastoma,35206148,C22.2,ICD10CM
Angiosarcoma of liver,35206149,C22.3,ICD10CM
Other sarcomas of liver,35206150,C22.4,ICD10CM
Other specified carcinomas of liver,35206151,C22.7,ICD10CM
"Malignant neoplasm of liver, not specified as primary or secondary",35206152,C22.9,ICD10CM
Malignant neoplasm of gallbladder,35206153,C23,ICD10CM
Malignant neoplasm of extrahepatic bile duct,35206154,C24.0,ICD10CM
Malignant neoplasm of ampulla of Vater,35206155,C24.1,ICD10CM
Malignant neoplasm of overlapping sites of biliary tract,35206156,C24.8,ICD10CM
"Malignant neoplasm of biliary tract, unspecified",35206157,C24.9,ICD10CM
Malignant neoplasm of head of pancreas,35206158,C25.0,ICD10CM
Malignant neoplasm of body of pancreas,35206159,C25.1,ICD10CM
Malignant neoplasm of tail of pancreas,35206160,C25.2,ICD10CM
Malignant neoplasm of pancreatic duct,35206161,C25.3,ICD10CM
Malignant neoplasm of endocrine pancreas,35206162,C25.4,ICD10CM
Malignant neoplasm of other parts of pancreas,35206163,C25.7,ICD10CM
Malignant neoplasm of overlapping sites of pancreas,35206164,C25.8,ICD10CM
"Malignant neoplasm of pancreas, unspecified",35206165,C25.9,ICD10CM
"Malignant neoplasm of intestinal tract, part unspecified",35206166,C26.0,ICD10CM
Malignant neoplasm of spleen,35206167,C26.1,ICD10CM
Malignant neoplasm of ill-defined sites within the digestive system,35206168,C26.9,ICD10CM
Malignant neoplasm of nasal cavity,35206169,C30.0,ICD10CM
Malignant neoplasm of middle ear,35206170,C30.1,ICD10CM
Malignant neoplasm of maxillary sinus,35206171,C31.0,ICD10CM
Malignant neoplasm of ethmoidal sinus,35206172,C31.1,ICD10CM
Malignant neoplasm of frontal sinus,35206173,C31.2,ICD10CM
Malignant neoplasm of sphenoid sinus,35206174,C31.3,ICD10CM
Malignant neoplasm of overlapping sites of accessory sinuses,35206175,C31.8,ICD10CM
"Malignant neoplasm of accessory sinus, unspecified",35206176,C31.9,ICD10CM
Malignant neoplasm of glottis,35206177,C32.0,ICD10CM
Malignant neoplasm of supraglottis,35206178,C32.1,ICD10CM
Malignant neoplasm of subglottis,35206179,C32.2,ICD10CM
Malignant neoplasm of laryngeal cartilage,35206180,C32.3,ICD10CM
Malignant neoplasm of overlapping sites of larynx,35206181,C32.8,ICD10CM
"Malignant neoplasm of larynx, unspecified",35206182,C32.9,ICD10CM
Malignant neoplasm of trachea,35206183,C33,ICD10CM
"Malignant neoplasm of middle lobe, bronchus or lung",35206184,C34.2,ICD10CM
Malignant neoplasm of thymus,35206185,C37,ICD10CM
Malignant neoplasm of heart,35206186,C38.0,ICD10CM
Malignant neoplasm of anterior mediastinum,35206187,C38.1,ICD10CM
Malignant neoplasm of posterior mediastinum,35206188,C38.2,ICD10CM
"Malignant neoplasm of mediastinum, part unspecified",35206189,C38.3,ICD10CM
Malignant neoplasm of pleura,35206190,C38.4,ICD10CM
"Malignant neoplasm of overlapping sites of heart, mediastinum and pleura",35206191,C38.8,ICD10CM
"Malignant neoplasm of upper respiratory tract, part unspecified",35206192,C39.0,ICD10CM
"Malignant neoplasm of lower respiratory tract, part unspecified",35206193,C39.9,ICD10CM
Malignant neoplasm of bones of skull and face,35206194,C41.0,ICD10CM
Malignant neoplasm of mandible,35206195,C41.1,ICD10CM
Malignant neoplasm of vertebral column,35206196,C41.2,ICD10CM
"Malignant neoplasm of ribs, sternum and clavicle",35206197,C41.3,ICD10CM
"Malignant neoplasm of pelvic bones, sacrum and coccyx",35206198,C41.4,ICD10CM
"Malignant neoplasm of bone and articular cartilage, unspecified",35206199,C41.9,ICD10CM
Malignant melanoma of lip,35206200,C43.0,ICD10CM
Malignant melanoma of scalp and neck,35206201,C43.4,ICD10CM
Malignant melanoma of overlapping sites of skin,35206202,C43.8,ICD10CM
"Malignant melanoma of skin, unspecified",35206203,C43.9,ICD10CM
Other and unspecified malignant neoplasm of skin of lip,35206204,C44.0,ICD10CM
Other and unspecified malignant neoplasm of skin of scalp and neck,35206205,C44.4,ICD10CM
Other and unspecified malignant neoplasm of overlapping sites of skin,35206206,C44.8,ICD10CM
"Other and unspecified malignant neoplasm of skin, unspecified",35206207,C44.9,ICD10CM
Mesothelioma of pleura,35206208,C45.0,ICD10CM
Mesothelioma of peritoneum,35206209,C45.1,ICD10CM
Mesothelioma of pericardium,35206210,C45.2,ICD10CM
Mesothelioma of other sites,35206211,C45.7,ICD10CM
"Mesothelioma, unspecified",35206212,C45.9,ICD10CM
Kaposi's sarcoma of skin,35206213,C46.0,ICD10CM
Kaposi's sarcoma of soft tissue,35206214,C46.1,ICD10CM
